華語詞目id,華語詞目,腔,漢字,羅馬字
645,生瘡,新竹偏泉腔,生疥,sinn-kuè
645,生瘡,臺中偏漳腔,生疥,senn-kè
646,生瘡（第2筆）,臺北偏泉腔,生粒仔,sinn-lia̍p-á
646,生瘡（第2筆）,鹿港偏泉腔,生粒仔,sinn-lia̍p-á
646,生瘡（第2筆）,三峽偏泉腔,生粒仔,sinn-lia̍p-á
646,生瘡（第2筆）,宜蘭偏漳腔,生粒仔,senn-lia̍p-á
646,生瘡（第2筆）,臺南混合腔,生粒仔,senn-lia̍p-á
646,生瘡（第2筆）,高雄混合腔,生粒仔,senn-lia̍p-á
646,生瘡（第2筆）,金門偏泉腔,生粒,sinn-lia̍p
646,生瘡（第2筆）,馬公偏泉腔,生粒,sinn-lia̍p
646,生瘡（第2筆）,新竹偏泉腔,生粒仔,sinn-lia̍p-á
646,生瘡（第2筆）,臺中偏漳腔,生粒仔,senn-lia̍p-á
647,魚鱗瘡,鹿港偏泉腔,魚鱗𤺅,hîr-lân-tshe̍h
647,魚鱗瘡,三峽偏泉腔,魚鱗𤺅,hîr-lân-tserè
647,魚鱗瘡,臺北偏泉腔,魚鱗𤺅仔,hû-lân-tshè-á
647,魚鱗瘡,宜蘭偏漳腔,魚鱗𤺅,hî-lân-tshuì
647,魚鱗瘡,臺南混合腔,魚鱗𤺅仔,hî-lân-tsheh-á
647,魚鱗瘡,高雄混合腔,魚鱗𤺅仔,hî-lân-tshè-á
647,魚鱗瘡,金門偏泉腔,𤺅仔,tsèr--á
647,魚鱗瘡,馬公偏泉腔,魚鱗𤺅,hû-lân-tsuè
647,魚鱗瘡,新竹偏泉腔,魚鱗𤺅仔,hîr-lân-tsèr-á
647,魚鱗瘡,新竹偏泉腔,魚鱗𤺅仔,hî-lân-tsè-á
647,魚鱗瘡,臺中偏漳腔,魚鱗𤺅,hî-lân-tsuè
648,枴杖,鹿港偏泉腔,枴仔,kuái-á
648,枴杖,三峽偏泉腔,枴仔,kuái-á
648,枴杖,臺北偏泉腔,枴仔,kuáinn-á
648,枴杖,宜蘭偏漳腔,枴仔,kuái-á
648,枴杖,臺南混合腔,枴仔,kuáinn-á
648,枴杖,高雄混合腔,枴仔,kuái-á
648,枴杖,金門偏泉腔,洞葛,tōng-kat
648,枴杖,金門偏泉腔,枴仔,kuái-á
648,枴杖,馬公偏泉腔,枴仔,kuái-á
648,枴杖,新竹偏泉腔,枴仔,kuái-á
648,枴杖,臺中偏漳腔,枴仔,kuáinn-á
649,泥磚,金門偏泉腔,塗墼,thôo-kat
649,泥磚,馬公偏泉腔,塗墼,thôo-kat
649,泥磚,新竹偏泉腔,塗墼,thôo-kak
649,泥磚,臺中偏漳腔,塗墼,thôo-kat
649,泥磚,鹿港偏泉腔,塗墼,thôo-kak
649,泥磚,三峽偏泉腔,塗墼,thôo-kat
649,泥磚,臺北偏泉腔,塗墼,thôo-kak
649,泥磚,宜蘭偏漳腔,塗墼,thôo-kak
649,泥磚,臺南混合腔,塗墼,thôo-kat
649,泥磚,高雄混合腔,塗墼,thôo-kak
650,父親 (敘述),鹿港偏泉腔,老爸,lǎu-pě
650,父親 (敘述),三峽偏泉腔,老爸,lāu-pē
650,父親 (敘述),三峽偏泉腔,阿爸,a-pa
650,父親 (敘述),臺北偏泉腔,老爸,lāu-pē
650,父親 (敘述),宜蘭偏漳腔,老爸,lāu-pē
650,父親 (敘述),臺南混合腔,老爸,lāu-pē
650,父親 (敘述),臺南混合腔,俺爸,án-pē
650,父親 (敘述),高雄混合腔,老爸,lāu-pē
650,父親 (敘述),金門偏泉腔,俺爹,án-tia
650,父親 (敘述),馬公偏泉腔,老爸,lāu-pē
650,父親 (敘述),新竹偏泉腔,老爸,lāu-pē
650,父親 (敘述),新竹偏泉腔,阿爹,a-tia
650,父親 (敘述),新竹偏泉腔,爸爸,pa-pa
650,父親 (敘述),臺中偏漳腔,老爸,lāu-pē
650,父親 (敘述),臺中偏漳腔,爸爸,pa-pah
651,女孩子,鹿港偏泉腔,查某囡仔,tsa̋u-gín-á
651,女孩子,三峽偏泉腔,查某囡仔,tsa̋-gín-á
651,女孩子,臺北偏泉腔,查某囡仔,tsa-bóo-gín-á
651,女孩子,宜蘭偏漳腔,查某囡仔,tsa-bóo-gín-á
651,女孩子,臺南混合腔,查某囡仔,tsa-bóo-gín-á
651,女孩子,高雄混合腔,查某囝,tsa-bóo-kiánn
651,女孩子,金門偏泉腔,查某囡仔,tsa-bóo-gín--á
651,女孩子,馬公偏泉腔,查某囡仔,tsa-bóo-gín--á
651,女孩子,新竹偏泉腔,查某囡仔,tsa-bóo-gín--á
651,女孩子,臺中偏漳腔,查某囡仔,tsa-bóo-gín-á
652,公公,鹿港偏泉腔,大官,ta-kuann
652,公公,三峽偏泉腔,大官,ta-kuann
652,公公,臺北偏泉腔,大官,ta-kuann
652,公公,宜蘭偏漳腔,大官仔,tuā-kuann-á
652,公公,臺南混合腔,大官,ta-kuann
652,公公,高雄混合腔,大官,ta-kuann
652,公公,金門偏泉腔,大官,ta-kuann
652,公公,馬公偏泉腔,大官,ta-kuann
652,公公,新竹偏泉腔,大官,ta-kuann
652,公公,臺中偏漳腔,大官,ta-kuann
653,眼睛,鹿港偏泉腔,目睭仁,ba̍k-tsiu-jîn
653,眼睛,三峽偏泉腔,目睭仁,ba̍k-tsiu-jîn
653,眼睛,臺北偏泉腔,目睭仁,ba̍k-tsiu-lîn
653,眼睛,宜蘭偏漳腔,目睭仁,ba̍k-tsiu-jîn
653,眼睛,臺南混合腔,目睭仁,ba̍k-tsiu-jîn
653,眼睛,高雄混合腔,目睭仁,ba̍k-tsiu-jîn
653,眼睛,金門偏泉腔,目睭,ba̍k-tsiu
653,眼睛,馬公偏泉腔,目睭,ba̍k-tsiu
653,眼睛,新竹偏泉腔,目睭,ba̍k-tsiu
653,眼睛,臺中偏漳腔,目睭,ba̍k-tsiu
654,食指,鹿港偏泉腔,指指,kí-tsuínn
654,食指,三峽偏泉腔,報路,pò-lōo
654,食指,臺北偏泉腔,二指,lī-tsáinn
654,食指,臺北偏泉腔,指指,kí-tsáinn
654,食指,宜蘭偏漳腔,指指,kí-tsáinn
654,食指,臺南混合腔,二指,jī-tsáinn
654,食指,臺南混合腔,指指,kí-tsáinn
654,食指,高雄混合腔,二指,jī-tsáinn
654,食指,高雄混合腔,指指,kí-tsáinn
654,食指,金門偏泉腔,指指,kí-tsái
654,食指,馬公偏泉腔,指指,kí-tsán
654,食指,新竹偏泉腔,二指,lī-tsáinn
654,食指,臺中偏漳腔,指指,kí-tsáinn
655,中指,鹿港偏泉腔,中指,tiong-tsuínn
655,中指,三峽偏泉腔,二指,jī-tsáinn
655,中指,臺北偏泉腔,中指,tiong-tsáinn
655,中指,宜蘭偏漳腔,中指,tiong-tsáinn
655,中指,臺南混合腔,中指,tiong-tsáinn
655,中指,高雄混合腔,中指,tiong-tsáinn
655,中指,金門偏泉腔,中指,tiong-tsái
655,中指,馬公偏泉腔,中指,tiong-tsán
655,中指,新竹偏泉腔,中指,tiong-tsáinn
655,中指,臺中偏漳腔,中指,tiong-tsáinn
656,道士,鹿港偏泉腔,司公,sai-kong
656,道士,鹿港偏泉腔,司孫(背稱),sai-sun
656,道士,三峽偏泉腔,司公,sai-kong
656,道士,臺北偏泉腔,司公,sai-kong
656,道士,宜蘭偏漳腔,司公,sai-kong
656,道士,臺南混合腔,司公,sai-kong
656,道士,高雄混合腔,司公,sai-kong
656,道士,臺中偏漳腔,道士仔,tō-sū-á
656,道士,金門偏泉腔,司公,sai-kong
656,道士,馬公偏泉腔,司公,sai-kong
656,道士,新竹偏泉腔,司公仔,sai-kong-á (面稱)
656,道士,新竹偏泉腔,司孫仔,sai-sun-á (背稱)
656,道士,臺中偏漳腔,司公仔,sai-kong-á
657,氣喘,鹿港偏泉腔,大氣喘,tuǎ-khuì-tshuán
657,氣喘,鹿港偏泉腔,痚呴,he-ku
657,氣喘,三峽偏泉腔,痚呴,he-ku
657,氣喘,臺北偏泉腔,痚呴,he-ku
657,氣喘,宜蘭偏漳腔,大氣喘,tuā-khuì-tshuán
657,氣喘,宜蘭偏漳腔,痚呴,he-ku
657,氣喘,臺南混合腔,大氣喘,tuā-khuì-tshuán
657,氣喘,臺南混合腔,痚呴,he-ku
657,氣喘,高雄混合腔,大氣喘,tuā-khuì-tshuán
657,氣喘,高雄混合腔,痚呴,he-ku
657,氣喘,金門偏泉腔,痚呴,he-ku
657,氣喘,金門偏泉腔,哮喘,hàu-tshuán
657,氣喘,馬公偏泉腔,痚呴,he-ku
657,氣喘,新竹偏泉腔,痚呴,he-ku
657,氣喘,臺中偏漳腔,痚呴,he-ku
658,血崩,鹿港偏泉腔,拚血,piànn-hiat
658,血崩,三峽偏泉腔,拚血,piànn-huih
658,血崩,臺北偏泉腔,拚血,piànn-hiat
658,血崩,宜蘭偏漳腔,拚血,piànn-hiat
658,血崩,臺南混合腔,拚血,piànn-hueh
658,血崩,高雄混合腔,拚血,piànn-hiat
658,血崩,金門偏泉腔,血暈,hiat-hūn
658,血崩,馬公偏泉腔,拚血,piànn-huih
658,血崩,新竹偏泉腔,拚血,piànn-hiat
658,血崩,臺中偏漳腔,拚血,piànn-hueh
659,作摺,鹿港偏泉腔,抾襇,khioh-kíng
659,作摺,三峽偏泉腔,抾襇,khioh-kíng
659,作摺,臺北偏泉腔,抾襇,khioh-kíng
659,作摺,宜蘭偏漳腔,抾襇,khioh-kíng
659,作摺,臺南混合腔,抾襇,khiorh-kíng
659,作摺,高雄混合腔,抾襇,khiorh-kíng
659,作摺,金門偏泉腔,抾襇,khioh-kíng
659,作摺,馬公偏泉腔,抾襇,khioh-kán
659,作摺,新竹偏泉腔,抾襇,khioh-kíng
659,作摺,臺中偏漳腔,抾襇,khioh-kíng
660,嬰兒,鹿港偏泉腔,紅嬰仔,âng-inn-á
660,嬰兒,三峽偏泉腔,紅嬰,âng-inn
660,嬰兒,臺北偏泉腔,嬰仔,inn--á
660,嬰兒,宜蘭偏漳腔,紅嬰仔,âng-enn-á
660,嬰兒,臺南混合腔,紅嬰仔,âng-enn-á
660,嬰兒,高雄混合腔,紅嬰仔,âng-enn-á
660,嬰兒,金門偏泉腔,嬰仔,inn--á
660,嬰兒,新竹偏泉腔,紅嬰仔,âng-inn-á
660,嬰兒,臺中偏漳腔,紅嬰仔,âng-enn-á
661,說話不清楚,鹿港偏泉腔,喑噁,ìnn-ònn
661,說話不清楚,鹿港偏泉腔,臭奶呆,tshàu-ling-tai
661,說話不清楚,三峽偏泉腔,喑噁,ìnn-ònn
661,說話不清楚,三峽偏泉腔,臭奶呆,tshàu-lin-tai
661,說話不清楚,臺北偏泉腔,喑噁,ìnn-ònn
661,說話不清楚,臺北偏泉腔,臭奶呆,tshàu-ni-tai
661,說話不清楚,臺北偏泉腔,鬱口,ut-káu
661,說話不清楚,宜蘭偏漳腔,喑噁,ìnn-ònn
661,說話不清楚,宜蘭偏漳腔,臭奶呆,tshàu-ling-tai
661,說話不清楚,臺南混合腔,喑噁,ìnn-ònn
661,說話不清楚,臺南混合腔,臭奶呆,tshàu-ni-tai
661,說話不清楚,高雄混合腔,喑噁,ìnn-ònn
661,說話不清楚,高雄混合腔,臭奶呆,tshàu-ling-tai
661,說話不清楚,金門偏泉腔,哦口,ónn-káu
661,說話不清楚,馬公偏泉腔,鬱口,ut-káu
661,說話不清楚,新竹偏泉腔,喑噁,ìnn-ònn
661,說話不清楚,臺中偏漳腔,喑噁,ìnn-ònn
662,無名指,三峽偏泉腔,愛媠,ài-suí
662,無名指,高雄混合腔,尾二指,bué-jī-tsáinn
662,無名指,金門偏泉腔,佬仔,láu--á
663,挾菜,鹿港偏泉腔,夾,gueh
663,挾菜,三峽偏泉腔,夾,gereh
663,挾菜,臺北偏泉腔,夾,ngeh
663,挾菜,宜蘭偏漳腔,夾,ngeh
663,挾菜,臺南混合腔,夾,ngeh
663,挾菜,高雄混合腔,夾,ngeh
663,挾菜,金門偏泉腔,夾,ngueh
663,挾菜,馬公偏泉腔,夾菜,ngueh-tshài
663,挾菜,新竹偏泉腔,夾菜,ngueh-tshài
663,挾菜,臺中偏漳腔,夾菜,ngeh-tshài
664,舀湯,鹿港偏泉腔,𣁳,khat
664,舀湯,鹿港偏泉腔,舀,ió
664,舀湯,三峽偏泉腔,𣁳,khat
664,舀湯,三峽偏泉腔,舀,ió
664,舀湯,臺北偏泉腔,𣁳,khat
664,舀湯,臺北偏泉腔,舀,iúnn
664,舀湯,宜蘭偏漳腔,𣁳,khat
664,舀湯,宜蘭偏漳腔,舀,iúnn
664,舀湯,臺南混合腔,𣁳,khat
664,舀湯,臺南混合腔,舀,iónn
664,舀湯,高雄混合腔,𣁳,khat
664,舀湯,高雄混合腔,舀,iúnn
664,舀湯,金門偏泉腔,舀,iúnn
664,舀湯,金門偏泉腔,𣁳,khat
664,舀湯,馬公偏泉腔,舀,iúnn
664,舀湯,馬公偏泉腔,𣁳,khat
664,舀湯,新竹偏泉腔,舀,ió
664,舀湯,新竹偏泉腔,𣁳,khat
664,舀湯,臺中偏漳腔,舀,iúnn
664,舀湯,臺中偏漳腔,𣁳,khat
665,使眼色,鹿港偏泉腔,使目尾,sái-ba̍k-bér
665,使眼色,三峽偏泉腔,使目尾,sái-ba̍k-bér
665,使眼色,臺北偏泉腔,使目尾,sái-ba̍k-bé
665,使眼色,宜蘭偏漳腔,捽目尾,sut-ba̍k-bué
665,使眼色,臺南混合腔,使目尾,sái-ba̍k-bué
665,使眼色,高雄混合腔,使目箭,sái-ba̍k-tsìnn
665,使眼色,金門偏泉腔,使目尾,sái-ba̍k-bé
665,使眼色,馬公偏泉腔,使目尾,sái-ba̍k-bé
665,使眼色,新竹偏泉腔,使目尾,sái-ba̍k-bér
665,使眼色,臺中偏漳腔,捽目尾,sut-ba̍k-bué
666,瞪,宜蘭偏漳腔,睨,gîn
666,瞪,臺南混合腔,睨,gîn
666,瞪,高雄混合腔,睨,gîn
666,瞪,鹿港偏泉腔,睨,gûn
666,瞪,三峽偏泉腔,偓,òo
666,瞪,三峽偏泉腔,睨,gîrn
666,瞪,臺北偏泉腔,睨,gîn
666,瞪,金門偏泉腔,睨,gîn
666,瞪,馬公偏泉腔,睨,gîn
666,瞪,新竹偏泉腔,睨,gîn
666,瞪,臺中偏漳腔,睨,gîn
667,吃,鹿港偏泉腔,囫,hut
667,吃,鹿港偏泉腔,孝孤,hàu-koo
667,吃,鹿港偏泉腔,食,tsia̍h
667,吃,鹿港偏泉腔,嗄,sah
667,吃,三峽偏泉腔,囫,hut
667,吃,三峽偏泉腔,孝孤,hàu-koo
667,吃,三峽偏泉腔,食,tsiā
667,吃,臺北偏泉腔,囫,hut
667,吃,臺北偏泉腔,孝孤,hàu-koo
667,吃,臺北偏泉腔,食,tsia̍h
667,吃,宜蘭偏漳腔,囫,hut
667,吃,宜蘭偏漳腔,孝孤,hàu-koo
667,吃,宜蘭偏漳腔,食,tsiā
667,吃,宜蘭偏漳腔,推,thui
667,吃,宜蘭偏漳腔,嗄,sah
667,吃,宜蘭偏漳腔,嗄,sà
667,吃,臺南混合腔,囫,hut
667,吃,臺南混合腔,孝孤,hàu-koo
667,吃,臺南混合腔,食,tsia̍h
667,吃,臺南混合腔,推,thui
667,吃,臺南混合腔,嗄,sà
667,吃,高雄混合腔,囫,hut
667,吃,高雄混合腔,孝孤,hàu-koo
667,吃,高雄混合腔,食,tsia̍h
667,吃,高雄混合腔,推,thui
667,吃,高雄混合腔,嗄,sà
667,吃,金門偏泉腔,食,tsia̍h
667,吃,金門偏泉腔,囫,hut
667,吃,金門偏泉腔,喋,sah
667,吃,馬公偏泉腔,食,tsia̍h
667,吃,馬公偏泉腔,囫,hut
667,吃,馬公偏泉腔,嗄,sà
667,吃,馬公偏泉腔,推,thui
667,吃,馬公偏泉腔,孝孤,hàu-koo
667,吃,新竹偏泉腔,食,tsia̍h
667,吃,新竹偏泉腔,囫,hut
667,吃,新竹偏泉腔,推,thui
667,吃,新竹偏泉腔,噼,piah
667,吃,臺中偏漳腔,食,tsia̍h
667,吃,臺中偏漳腔,囫,hut
667,吃,臺中偏漳腔,推,thui
668,喝,鹿港偏泉腔,啉,lim
668,喝,三峽偏泉腔,啉,lim
668,喝,臺北偏泉腔,啉,lim
668,喝,宜蘭偏漳腔,呵茶,ha-tê
668,喝,宜蘭偏漳腔,食茶,tsia̍h-tê
668,喝,宜蘭偏漳腔,啉,lim
668,喝,臺南混合腔,呵茶,ha-tê
668,喝,臺南混合腔,食茶,tsia̍h-tê
668,喝,臺南混合腔,啉,lim
668,喝,臺南混合腔,灌,kuàn
668,喝,高雄混合腔,啉,lim
668,喝,金門偏泉腔,啉,lim
668,喝,馬公偏泉腔,食,tsia̍h
668,喝,馬公偏泉腔,啉,lim
668,喝,新竹偏泉腔,啉,lim
668,喝,新竹偏泉腔,哈,hah
668,喝,臺中偏漳腔,啉,lim
669,嘔,鹿港偏泉腔,霧,bǔ
669,嘔,三峽偏泉腔,霧,bū
669,嘔,臺北偏泉腔,霧,bū
669,嘔,宜蘭偏漳腔,霧,bū
669,嘔,臺南混合腔,霧,bū
669,嘔,高雄混合腔,霧,bū
669,嘔,金門偏泉腔,霧,bū
669,嘔,馬公偏泉腔,霧,bū
669,嘔,新竹偏泉腔,霧,bū
669,嘔,臺中偏漳腔,霧,bū
670,咬,鹿港偏泉腔,咬,kǎ
670,咬,三峽偏泉腔,咬,kā
670,咬,臺北偏泉腔,咬,kā
670,咬,宜蘭偏漳腔,咬,kā
670,咬,臺南混合腔,咬,kā
670,咬,高雄混合腔,咬,kā
670,咬,金門偏泉腔,咬,kā
670,咬,馬公偏泉腔,咬,kā
670,咬,新竹偏泉腔,咬,kā
670,咬,臺中偏漳腔,咬,kā
671,咀嚼,鹿港偏泉腔,哺,pǒo
671,咀嚼,三峽偏泉腔,哺,pōo
671,咀嚼,三峽偏泉腔,嗕,ngauh
671,咀嚼,臺北偏泉腔,哺,pōo
671,咀嚼,臺北偏泉腔,嗕,nauh
671,咀嚼,宜蘭偏漳腔,哺,pōo
671,咀嚼,臺南混合腔,哺,pōo
671,咀嚼,高雄混合腔,哺,pōo
671,咀嚼,金門偏泉腔,哺,pōo
671,咀嚼,馬公偏泉腔,哺,pōo
671,咀嚼,新竹偏泉腔,哺,pōo
671,咀嚼,臺中偏漳腔,哺,pōo
672,伸舌頭,鹿港偏泉腔,吮,tsňg
672,伸舌頭,鹿港偏泉腔,舐,tsǐnn
672,伸舌頭,鹿港偏泉腔,吶舌,nǎ-tsi̍h
672,伸舌頭,三峽偏泉腔,舐,tsī
672,伸舌頭,臺北偏泉腔,舐,tsīnn
672,伸舌頭,宜蘭偏漳腔,吮,tsuīnn
672,伸舌頭,宜蘭偏漳腔,舐,tsīnn
672,伸舌頭,宜蘭偏漳腔,吶喙舌,nā-tshuì-tsī
672,伸舌頭,臺南混合腔,吮,tsn̄g
672,伸舌頭,臺南混合腔,舐,tsīnn
672,伸舌頭,臺南混合腔,吶喙舌,nā-tshuì-tsi̍h
672,伸舌頭,高雄混合腔,舐,tsīnn
672,伸舌頭,高雄混合腔,吶,nā
672,伸舌頭,金門偏泉腔,舐,tsī
672,伸舌頭,馬公偏泉腔,舐,tsīnn
672,伸舌頭,新竹偏泉腔,舐,tsīnn
672,伸舌頭,臺中偏漳腔,舐,tsīnn
673,吹口哨,鹿港偏泉腔,呼噓噓仔,khoo-sir-sir-á
673,吹口哨,三峽偏泉腔,呼噓仔,khoo-sir-á
673,吹口哨,臺北偏泉腔,呼噓仔,khoo-su-á
673,吹口哨,宜蘭偏漳腔,呼噓仔,khoo-su̍t-á
673,吹口哨,臺南混合腔,呼噓仔,khoo-si-á
673,吹口哨,高雄混合腔,呼噓仔,khoo-si-á
673,吹口哨,金門偏泉腔,歕喙觱,pûn-tshuì-pi
673,吹口哨,馬公偏泉腔,呼噓噓,khoo-si-sū
673,吹口哨,新竹偏泉腔,呼噓仔,khoo-sīr-á
673,吹口哨,臺中偏漳腔,呼噓噓仔,khoo-si-si-á
673,吹口哨,臺中偏漳腔,呼噓仔,khoo-su̍t-á
674,發誓,鹿港偏泉腔,咒誓,tsiù-tsuǎ
674,發誓,三峽偏泉腔,咒誓,tsiù-tsuā
674,發誓,臺北偏泉腔,咒誓,tsiù-tsuā
674,發誓,宜蘭偏漳腔,咒誓,tsiù-tsuā
674,發誓,臺南混合腔,咒誓,tsiù-tsuā
674,發誓,高雄混合腔,咒誓,tsiù-tsuā
674,發誓,金門偏泉腔,咒誓,tsiù-tsuā
674,發誓,馬公偏泉腔,咒誓,tsiù-tsuā
674,發誓,新竹偏泉腔,咒誓,tsiù-tsuā
674,發誓,臺中偏漳腔,咒誓,tsiù-tsuā
675,喊,鹿港偏泉腔,喝,huah
675,喊,三峽偏泉腔,喝,huah
675,喊,臺北偏泉腔,咻,hiu
675,喊,臺北偏泉腔,喝,huah
675,喊,宜蘭偏漳腔,喝,huah
675,喊,臺南混合腔,咻,hiu
675,喊,臺南混合腔,喝,huah
675,喊,高雄混合腔,咻,hiu
675,喊,高雄混合腔,喝,huah
675,喊,金門偏泉腔,喝,huah
675,喊,馬公偏泉腔,喝,huah
675,喊,新竹偏泉腔,喝,huah
675,喊,臺中偏漳腔,喝,huah
676,肚子餓,鹿港偏泉腔,枵,iau
676,肚子餓,鹿港偏泉腔,餓,gōr
676,肚子餓,三峽偏泉腔,枵,iau
676,肚子餓,三峽偏泉腔,餓,gō
676,肚子餓,臺北偏泉腔,枵,iau
676,肚子餓,臺北偏泉腔,餓,gō
676,肚子餓,宜蘭偏漳腔,枵,iau
676,肚子餓,宜蘭偏漳腔,餓,gō
676,肚子餓,臺南混合腔,枵,iau
676,肚子餓,臺南混合腔,餓,gōr
676,肚子餓,高雄混合腔,枵,iau
676,肚子餓,高雄混合腔,餓,gōr
676,肚子餓,金門偏泉腔,枵,iau
676,肚子餓,金門偏泉腔,餓,gō
676,肚子餓,馬公偏泉腔,枵,iau
676,肚子餓,馬公偏泉腔,餓,gō
676,肚子餓,新竹偏泉腔,枵,iau
676,肚子餓,新竹偏泉腔,餓,gō
676,肚子餓,臺中偏漳腔,枵,iau
676,肚子餓,臺中偏漳腔,餓,gō
677,漱口,鹿港偏泉腔,漉喙,lo̍k-tshuì
677,漱口,三峽偏泉腔,漉喙,lo̍k-tshuì
677,漱口,臺北偏泉腔,漉喙,lo̍k-tshuì
677,漱口,宜蘭偏漳腔,漉喙,lo̍k-tshuì
677,漱口,臺南混合腔,漉喙,lo̍k-tshuì
677,漱口,高雄混合腔,漉喙,lo̍k-tshuì
677,漱口,金門偏泉腔,沐喙,bo̍k tshuì
677,漱口,馬公偏泉腔,漱口,suah kháu
677,漱口,新竹偏泉腔,漉喙,lo̍k-tshuì
677,漱口,臺中偏漳腔,漉喙,lo̍k-tshuì
678,擤鼻,鹿港偏泉腔,擤鼻,sǹg-phī
678,擤鼻,三峽偏泉腔,擤鼻,tshǹg-phī
678,擤鼻,臺北偏泉腔,擤鼻,tshìng-phīnn
678,擤鼻,宜蘭偏漳腔,擤鼻,tshìng-phīnn
678,擤鼻,臺南混合腔,擤鼻,tshìng-phīnn
678,擤鼻,高雄混合腔,擤鼻,tshìng-phīnn
678,擤鼻,金門偏泉腔,擤鼻,tshǹg-phī
678,擤鼻,馬公偏泉腔,擤鼻,tshǹg-phīnn
678,擤鼻,新竹偏泉腔,擤鼻,tshìng-phīnn
678,擤鼻,臺中偏漳腔,擤鼻,tshǹg-phīnn
679,大步跨過,鹿港偏泉腔,伐,hua̍h
679,大步跨過,三峽偏泉腔,伐,huā
679,大步跨過,臺北偏泉腔,伐,hua̍h
679,大步跨過,宜蘭偏漳腔,伐,huā
679,大步跨過,臺南混合腔,伐,hua̍h
679,大步跨過,高雄混合腔,伐,hua̍h
679,大步跨過,金門偏泉腔,伐,hua̍h
679,大步跨過,馬公偏泉腔,伐,hua̍h
679,大步跨過,新竹偏泉腔,伐,hua̍h
679,大步跨過,臺中偏漳腔,伐,hua̍h
680,踏,鹿港偏泉腔,踏,ta̍h
680,踏,三峽偏泉腔,塌,la̍p
680,踏,三峽偏泉腔,踏,tā
680,踏,臺北偏泉腔,塌,la̍p
680,踏,臺北偏泉腔,踏,ta̍h
680,踏,宜蘭偏漳腔,塌,la̍p
680,踏,宜蘭偏漳腔,踏,tā
680,踏,臺南混合腔,塌,la̍p
680,踏,臺南混合腔,踏,ta̍h
680,踏,高雄混合腔,塌,la̍p
680,踏,高雄混合腔,踏,ta̍h
680,踏,金門偏泉腔,踏,ta̍h
680,踏,馬公偏泉腔,踏,ta̍h
680,踏,新竹偏泉腔,踏,ta̍h
680,踏,臺中偏漳腔,踏,ta̍h
681,跪,鹿港偏泉腔,跪,kuǐ
681,跪,三峽偏泉腔,跪,kuī
681,跪,臺北偏泉腔,跪,kuī
681,跪,宜蘭偏漳腔,跪,kuī
681,跪,臺南混合腔,跪,kuī
681,跪,高雄混合腔,跪,kuī
681,跪,金門偏泉腔,跪,kuī
681,跪,馬公偏泉腔,跪,kuī
681,跪,新竹偏泉腔,跪,kuī
681,跪,臺中偏漳腔,跪,kuī
682,站,鹿港偏泉腔,徛,khiǎ
682,站,三峽偏泉腔,徛,khiā
682,站,臺北偏泉腔,徛,khiā
682,站,宜蘭偏漳腔,徛,khiā
682,站,臺南混合腔,徛,khiā
682,站,高雄混合腔,徛,khiā
682,站,金門偏泉腔,徛,khiā
682,站,馬公偏泉腔,徛,khiā
682,站,新竹偏泉腔,徛,khiā
682,站,臺中偏漳腔,徛,khiā
683,穿衣服,鹿港偏泉腔,穿,tshǐng
683,穿衣服,三峽偏泉腔,穿,tshīng
683,穿衣服,臺北偏泉腔,穿,tshīng
683,穿衣服,宜蘭偏漳腔,穿,tshiōng
683,穿衣服,臺南混合腔,穿,tshīng
683,穿衣服,高雄混合腔,穿,tshīng
683,穿衣服,金門偏泉腔,穿,tshīng
683,穿衣服,馬公偏泉腔,穿,tshīng
683,穿衣服,新竹偏泉腔,穿,tshīng
683,穿衣服,臺中偏漳腔,穿,tshīng
684,蒸,鹿港偏泉腔,炊粿,tsher-kér
684,蒸,三峽偏泉腔,炊粿,tsher-kér
684,蒸,臺北偏泉腔,炊粿,tshe-ké
684,蒸,宜蘭偏漳腔,炊粿,tshue-kué
684,蒸,臺南混合腔,炊粿,tshue-kué
684,蒸,高雄混合腔,炊粿,tshue-kué
684,蒸,金門偏泉腔,炊,tsher
684,蒸,馬公偏泉腔,炊,tshe
684,蒸,新竹偏泉腔,炊,tsher
684,蒸,新竹偏泉腔,炊,tshe
684,蒸,臺中偏漳腔,炊,tshue
685,裝飯,鹿港偏泉腔,貯飯,tué-pňg
685,裝飯,三峽偏泉腔,添飯,thinn-pn̄g
685,裝飯,臺北偏泉腔,添飯,thinn-pn̄g
685,裝飯,宜蘭偏漳腔,貯飯,té-puīnn
685,裝飯,臺南混合腔,添飯,thinn-pn̄g
685,裝飯,臺南混合腔,貯飯,té-pn̄g
685,裝飯,高雄混合腔,添飯,thinn-pn̄g
685,裝飯,高雄混合腔,貯飯,té-pn̄g
685,裝飯,金門偏泉腔,貯飯,tué-pn̄g
685,裝飯,金門偏泉腔,添飯,thinn-pn̄g
685,裝飯,馬公偏泉腔,貯飯,tué-pn̄g
685,裝飯,馬公偏泉腔,添飯,thinn-pn̄g
685,裝飯,新竹偏泉腔,貯飯,tué-pn̄g
685,裝飯,新竹偏泉腔,添飯,thinn-pn̄g
685,裝飯,臺中偏漳腔,貯飯,té-pn̄g
685,裝飯,臺中偏漳腔,添飯,thinn-pn̄g
686,笑,鹿港偏泉腔,笑,tshiò
686,笑,三峽偏泉腔,笑,tshiò
686,笑,臺北偏泉腔,笑,tshiò
