詞目id,義項id,例句順序,漢字,羅馬字,華語,音檔檔名
13090,17771,2,灌風,kuàn hong,打氣,13090-1-2
13091,17772,1,梨仔攏爛去矣。,Lâi-á lóng nuā--khì--ah.,梨子都爛掉了。,13091-1-1
13091,17773,1,豬跤𤉙較爛咧。,Ti-kha kûn khah nuā--leh.,豬腳燉爛一點。,13091-2-1
13091,17774,1,𤶃仔爛去矣。,Thiāu-á nuā--khì--ah.,痘子潰爛了。,13091-3-1
13091,17774,2,擠𤶃仔擠甲爛一空。,Tsik thiāu-á tsik kah nuā tsi̍t khang.,擠青春痘擠到潰爛。,13091-3-2
13092,17776,1,這个所在足癩𰣻的。,Tsit ê sóo-tsāi tsiok thái-ko--ê.,這個地方很髒。,13092-2-1
13092,17776,2,癩𰣻鬼,thái-ko-kuí,骯髒鬼、噁心鬼,13092-2-2
13093,17777,1,你這个癩𰣻鬼，彼遐垃圾你曷去摸。,"Lí tsit ê thái-ko-kuí, he hiah lah-sap lí a̍h khì bong.",你這個骯髒鬼，那個那麼髒你還去摸。,13093-1-1
13094,17779,1,彼个人規身軀癩𰣻爛癆，無人敢倚去伊遐。,"Hit ê lâng kui-sin-khu thái-ko-nuā-lô, bô lâng kánn uá-khì i hia.",那個人全身汙穢骯髒，沒人敢靠近他。,13094-1-1
13095,17780,1,知影的人攑手！,Tsai-iánn ê lâng gia̍h-tshiú!,知道的人舉手！,13095-1-1
13096,17781,1,生理人賣灌水豬肉，實在無天良。,"Sing-lí-lâng bē kuàn-tsuí ti-bah, si̍t-tsāi bô-thian-liông.",生意人賣灌水的豬肉，實在是沒有良心。,13096-1-1
13096,17782,1,這間公司的數目有灌水，𪜶的股票咱毋通買。,"Tsit king kong-si ê siàu-ba̍k ū kuàn-tsuí, in ê kóo-phiò lán m̄-thang bé.",這家公司的帳目虛偽不實，他們的股票我們別買。,13096-2-1
13099,17785,1,有屎緊去放，毋通攝屎。,"Ū sái kín khì pàng, m̄-thang liap-sái.",有便意快去大，不要忍住大便。,13099-1-1
13099,17786,1,阿仁仔真攝屎，才幾箍銀仔爾爾都毋甘出。,"A-jîn--á tsin liap-sái, tsiah kuí-khoo-gîn-á niā-niā to m̄-kam tshut.",阿仁真小氣，才幾塊錢而已也捨不得出。,13099-2-1
13100,17787,1,有人願意為理想來犧牲家己的性命。,Ū lâng guān-ì uī lí-sióng lâi hi-sing ka-kī ê sènn-miā.,有人情願為了理想犧牲自己的性命。,13100-1-1
13101,17788,1,球消風矣，愛灌風。,"Kiû siau-hong--ah, ài kuàn hong.",球漏氣了，要打氣。,13101-1-1
13102,17789,1,囂俳無落魄的久。,Hiau-pai bô lo̍k-phik ê kú.,囂張狂妄不過一時，一旦落魄將難以翻身。用來諷刺行事高傲的人。,13102-1-1
13105,17792,1,伊去外口耍，糊甲規身軀攏爛塗糜。,"I khì guā-kháu sńg, kôo kah kui-sin-khu lóng nuā-thôo-muê.",他去外面玩，弄得整身泥漿。,13105-1-1
13108,17795,1,攑箸食飯,gia̍h tī tsia̍h-pn̄g,拿筷子吃飯,13108-1-1
13109,17796,1,豆腐硩甲爛糊糊。,Tāu-hū teh kah nuā-kôo-kôo.,豆腐壓得稀爛。,13109-1-1
13110,17797,1,攑頭三尺有神明。,Gia̍h-thâu sann tshioh ū sîn-bîng.,舉頭三尺有神明。,13110-1-1
13111,17798,1,電火攑懸會當炤著較闊的範圍。,Tiān-hué gia̍h-kuân ē-tàng tshiō-tio̍h khah khuah ê huān-uî.,燈舉高光照的範圍較寬闊。,13111-1-1
13113,17801,1,面皮開始咧攝襇矣。,Bīn-phuê khai-sí teh liap-kíng--ah.,臉上開始出現皺紋了。,13113-2-1
13114,17802,1,纏車仔線,tînn tshia-á-suànn,繞捲縫衣機的紗線,13114-1-1
13114,17803,1,予伊纏牢咧。,Hōo i tînn-tiâu--leh.,被他糾纏住啦。,13114-2-1
13114,17803,2,纏跤絆手,tînn-kha-puànn-tshiú,綁手綁腳，比喻難以擺脫。,13114-2-2
13116,17805,1,石蠟,tsio̍h-la̍h,石蠟,13116-1-1
13116,17805,2,蠟紙,la̍h-tsuá,蠟紙,13116-1-2
13117,17806,1,穿鞋擢襪。,Tshīng ê tioh bue̍h.,穿上鞋子，拉平襪子，使衣著整齊。用來比喻慎重其事。,13117-1-1
13117,17806,2,軍襪,kun-bue̍h,軍襪,13117-1-2
13119,17808,1,代誌纏身，袂赴出門。,"Tāi-tsì tînn-sin, bē-hù tshut-mn̂g.",事情纏身，來不及出門。,13119-1-1
13125,17815,1,有囡仔佇身軀邊纏跤絆手，做無工課。,"Ū gín-á tī sin-khu-pinn tînn-kha-puànn-tshiú, tsò bô khang-khuè.",有小孩在身旁礙手礙腳，無法工作。,13125-1-1
13126,17816,1,厝內有老人、囡仔愛纏綴，逐工嘛無閒甲若干樂咧。,"Tshù-lāi ū lāu-lâng, gín-á ài tînn-tuè, ta̍k-kang mā bô-îng kah ná kan-lo̍k--leh.",家裡有老人、小孩要照顧，每天都忙得像陀螺一般。,13126-1-1
13126,17817,1,趁都無夠用矣，閣愛纏綴人，哪有錢通買厝。,"Thàn to bô-kàu īng--ah, koh ài tînn-tuè--lâng, ná ū tsînn thang bé tshù.",賺的錢花就已經不夠了，還要人情俗事的交際應酬，哪還有錢可以買房子。,13126-2-1
13129,17820,1,辯論,piān-lūn,辯論,13129-1-1
13130,17821,1,鐵枝,thih-ki,鐵條,13130-1-1
13130,17821,2,鐵桶,thih-tháng,鐵桶,13130-1-2
13130,17822,1,鐵人,thih-lâng,身體強健如鐵打,13130-2-1
13130,17822,2,鐵齒,thih-khí,嘴硬不信邪,13130-2-2
13131,17823,1,凍露,tàng-lōo,放在屋外承受露水,13131-1-1
13131,17824,1,杏仁露,hīng-jîn-lōo,杏仁露,13131-2-1
13131,17824,2,豆油露,tāu-iû-lōo,豆油露,13131-2-2
13131,17825,1,揭露,khiat-lōo,揭露,13131-3-1
13131,17825,2,暴露,po̍k-lōo,暴露,13131-3-2
13131,17826,1,事情敗露,sū-tsîng pāi-lōo,事情敗露,13131-4-1
13131,17826,2,赤身露體,tshiah-sin-lōo-thé,赤身露體,13131-4-2
13132,17827,1,彼个位予伊霸牢咧。,Hit ê uī hōo i pà-tiâu--leh.,那個位子被他占住了。,13132-1-1
13132,17828,1,彼个人足霸。,Hit ê lâng tsiok pà.,那個人很霸道。,13132-2-1
13138,17835,1,伊是阮這搭的霸王，無人敢得失伊。,"I sī guán tsit-tah ê pà-ông, bô lâng kánn tik-sit--i.",他是我們這個地區的霸王，沒有人敢得罪他。,13138-1-1
13140,17837,1,你免數想欲霸占阮兜的財產！,Lí bián siàu-siūnn beh pà-tsiàm guán tau ê tsâi-sán!,你別妄想霸占我們家的財產！,13140-1-1
13143,17841,1,這擺伊去踢著鐵枋矣。,Tsit pái i khì that-tio̍h thih-pang--ah.,這回他去碰到棘手的難題了。,13143-2-1
13150,17849,1,你毋通看伊生做細粒子，伊是鐵骨仔生。,"Lí m̄-thang khuànn i senn-tsò sè-lia̍p-tsí, i sī thih-kut-á-senn.",你不要看他個子嬌小，他可是結實強健的。,13150-1-1
13155,17854,1,你莫閣辯解矣。,Lí mài koh piān-kái--ah.,你不要再辯解了。,13155-1-1
13159,17858,1,你毋通遮爾鐵齒！聽老大人的話就無毋著。,Lí m̄-thang tsiah-nī thih-khí! Thiann lāu-tuā-lâng ê uē tō bô m̄-tio̍h.,你不要這麼倔強！聽長輩的話就沒錯了。,13159-1-1
13160,17859,1,伊真正是鐵齒銅牙槽。,I tsin-tsiànn sī thih-khí tâng-gê-tsô.,他真是頑固。,13160-1-1
13165,17864,1,遮爾好的機會，你是閣咧躊躇啥物？,"Tsiah-nī hó ê ki-huē, lí sī koh teh tiû-tû siánn-mih?",這麼好的機會，你還在猶豫什麼？,13165-1-1
13168,17868,1,伊的名聲真響。,I ê miâ-siann tsin hiáng.,他很有名氣。,13168-1-1
13168,17869,1,音響,im-hiáng,音響,13168-2-1
13169,17870,1,顧厝,kòo-tshù,看顧房子,13169-1-1
13169,17870,2,顧囡仔,kòo gín-á,看護小孩子,13169-1-2
13169,17871,1,我的面子你嘛共我顧一下。,Guá ê bīn-tsú lí mā kā guá kòo--tsi̍t-ē.,我的面子你好歹也幫我維護一下。,13169-2-1
13169,17872,1,囡仔人顧耍，連飯都毋食。,"Gín-á-lâng kòo sńg, liân pn̄g to m̄ tsia̍h.",小孩子只管著自己玩耍，連飯都不吃。,13169-3-1
13170,17873,1,頭毛鬖鬖,thâu-mn̂g sàm-sàm,頭髮散亂,13170-1-1
13172,17875,1,我欲來去轉矣！才免佇遮顧人怨。,Guá beh lâi-khì tńg--ah! Tsiah bián tī tsia kòo-lâng-uàn.,我要回去了！省得在這裡惹人嫌。,13172-1-1
13173,17876,1,為著欲顧三頓，閣較艱苦嘛毋驚。,"Uī-tio̍h beh kòo-sann-tǹg, koh-khah kan-khóo mā m̄ kiann.",為了求得溫飽，再怎麼辛苦都不怕。,13173-1-1
13176,17879,1,逐擺攏是我顧門，𪜶去𨑨迌，誠無公平。,"Ta̍k-pái lóng sī guá kòo-mn̂g, in khì tshit-thô, tsiânn bô kong-pênn.",每次都是我看門，他們去玩，真不公平。,13176-1-1
13177,17880,1,鐘聲真響亮。,Tsing-siann tsin hiáng-liāng.,鐘聲真響亮。,13177-1-1
13179,17882,1,𪜶攏走出去𨑨迌矣，留我一个人顧厝。,"In lóng tsáu tshut-khì tshit-thô--ah, lâu guá tsi̍t ê lâng kòo-tshù.",他們都跑出去玩了，留我一個人看家。,13179-1-1
13180,17883,1,阿芬誠顧家，事事項項攏為厝內咧拍算。,"A-hun tsiânn kòo-ke, sū-sū-hāng-hāng lóng uī tshù-lāi teh phah-sǹg.",阿芬很顧家，凡事都為家裡的人著想。,13180-1-1
13181,17884,1,聽講深山林內有足濟魔神仔。,Thiann-kóng tshim-suann-nâ-lāi ū tsiok tsē môo-sîn-á.,聽說深山裡有很多幽靈鬼怪。,13181-1-1
13186,17889,1,狗仔齧骨頭。,Káu-á khè kut-thâu.,小狗啃骨頭。,13186-1-1
13188,17891,1,你是咧囉啥？,Lí sī teh lō siannh?,你是在吵什麼？,13188-1-1
13189,17892,1,當然囉,tong-jiân--looh,當然囉,13189-1-1
13189,17892,2,時代變囉,sî-tāi piàn--looh,時代變囉,13189-1-2
13190,17893,1,這領衫手䘼傷狹，我的手囊袂入去。,"Tsit niá sann tshiú-ńg siunn e̍h, guá ê tshiú long bē ji̍p--khì.",這件衣服的袖子太窄了，我的手穿不進去。,13190-1-1
13190,17894,1,共批囊入去批囊。,Kā phue long ji̍p-khì phue-lông.,把信裝到信封裡。,13190-2-1
13191,17895,1,批囊,phue-lông,信封,13191-1-1
13192,17896,1,九彎十八斡,káu uan tsa̍p-peh uat,九彎十八轉。指北宜公路一處著名的多彎路段。,13192-1-1
13192,17897,1,彎對山跤落來。,Uan tuì suann-kha lo̍h--lâi.,繞到山腳下來。,13192-2-1
13192,17898,1,手彎,tshiú-uan,手肘窩,13192-3-1
13192,17898,2,跤彎,kha-uan,腳後彎,13192-3-2
13193,17899,1,物件我攏攢好矣。,Mi̍h-kiānn guá lóng tshuân-hó--ah.,東西我都準備好了。,13193-1-1
13194,17900,1,逐家小攤一下。,Ta̍k-ke sió thuann--tsi̍t-ē.,大家稍微分攤一下。,13194-1-1
13194,17901,1,伊今仔日食幾若攤。,I kin-á-ji̍t tsia̍h kuí-nā thuann.,他今天吃了好幾攤。,13194-2-1
13195,17902,1,一欉樹仔,tsi̍t tsâng tshiū-á,一棵樹,13195-1-1
13195,17903,1,樹欉,tshiū-tsâng,樹叢,13195-2-1
13195,17903,2,花欉,hue-tsâng,花叢,13195-2-2
13195,17903,3,菁仔欉,tshenn-á-tsâng,檳榔樹,13195-2-3
13196,17904,1,權佇伊的手頭。,Khuân tī i ê tshiú-thâu.,權力在他的手上。,13196-1-1
13196,17905,1,一個月權領萬二箍。,Tsi̍t kò gue̍h khuân niá bān-jī khoo.,一個月領相當於一萬二。,13196-2-1
13198,17907,1,駛車欲行彼條彎曲的路，你著細膩！,"Sái-tshia beh kiânn hit tiâu uan-khiau ê lōo, lí tio̍h sè-jī!",開車要走那條彎曲的路，你要小心！,13198-1-1
13198,17908,1,伊做人誠彎曲。,I tsò-lâng tsiânn uan-khiau.,他做人不夠正直。,13198-2-1
13200,17911,1,這條路彎來斡去，真歹駛。,"Tsit tiâu lōo uan-lâi-uat-khì, tsin pháinn sái.",這條路彎來彎去，真難駕駛。,13200-1-1
13200,17912,1,伊講話攏彎來斡去咧共人罵。,I kóng-uē lóng uan-lâi-uat-khì teh kā lâng mē.,他講話都拐彎抹角的在罵人。,13200-2-1
13202,17915,1,彼个人看起來誠有權威。,Hit ê lâng khuànn--khí-lâi tsiânn ū khuân-ui.,那個人看起來很有權威。,13202-1-1
13202,17916,1,伊是心臟科的權威。,I sī sim-tsōng-kho ê khuân-ui.,他是心臟科的權威。,13202-2-1
13206,17920,1,伊毋知咧歡喜啥物？,I m̄ tsai teh huann-hí siánn-mih?,不知道他在高興些什麼？,13206-1-1
13206,17921,1,今仔日親情族孫攏來矣，阿媽足歡喜的。,"Kin-á-ji̍t tshin-tsiânn tso̍k-sun lóng lâi--ah, a-má tsiok huann-hí--ê.",今天所有親戚都來了，奶奶真高興啊。,13206-2-1
13206,17922,1,你咧叫歡喜的喔。,Lí teh kiò huann-hí--ê--ooh.,你是在叫高興的啊。,13206-3-1
13207,17923,1,你莫閣囉嗦矣啦！,Lí mài koh lo-so--ah--lah!,你不要再囉嗦了啦！,13207-1-1
13207,17924,1,出國哪會遐囉嗦？,Tshut-kok ná ē hiah lo-so?,出國怎麼那麼麻煩？,13207-2-1
13208,17925,1,伊是中大獎呢？無，哪會歡頭喜面。,"I sī tiòng tuā tsióng--nih? Bô, ná ē huann-thâu-hí-bīn.",他是中大獎嗎？不然，怎麼喜上眉梢的樣子。,13208-1-1
13209,17926,1,歡歡喜喜會較好過日。,Huann-huann-hí-hí ē khah hó kuè-ji̍t.,高高興興的會比較好過日子。,13209-1-1
13210,17927,1,這山路細條閣彎彎斡斡，車有夠歹駛。,"Tse suann-lōo sè tiâu koh uan-uan-uat-uat, tshia ū-kàu pháinn sái.",這山路彎彎曲曲，很不好開車。,13210-1-1
13210,17928,1,有啥物話你就直接講，莫按呢彎彎斡斡。,"Ū siánn-mih uē lí tō ti̍t-tsiap kóng, mài án-ne uan-uan-uat-uat.",有什麼話你就直說，不要這樣拐彎抹角。,13210-2-1
13211,17929,1,海灘,hái-thuann,海灘,13211-1-1
13211,17930,1,上灘,tsiūnn thuann,離開急流,13211-2-1
13211,17930,2,落灘,lo̍h thuann,涉入急流,13211-2-2
13212,17931,1,瓜瓤,kue-nn̂g,瓜瓤,13212-1-1
13212,17932,1,肉瓤,bah-nn̂g,脂肪層,13212-2-1
13213,17933,1,物件相疊,mi̍h-kiānn sio-tha̍h,東西重疊在一起,13213-1-1
13213,17933,2,親疊親,tshin tha̍h tshin,親上加親,13213-1-2
13213,17933,3,人疊人,lâng tha̍h lâng,人疊人。比喻人擠人。,13213-1-3
13213,17934,1,你閣加疊一寡錢，這項物件就賣你。,"Lí koh ke tha̍h tsi̍t-kuá tsînn, tsit hāng mi̍h-kiānn tō bē--lí.",你再多添加一點錢，這個東西就賣給你。,13213-2-1
13213,17934,2,疊衫,tha̍h sann,添加衣服,13213-2-2
13213,17935,1,一疊冊,tsi̍t tha̍h tsheh,一疊書,13213-3-1
13214,17936,1,疊磚仔,thia̍p tsng-á,疊磚塊,13214-1-1
13214,17937,1,疊跤,thia̍p kha,墊腳,13214-2-1
13214,17938,1,遐有兩疊磚仔。,Hia ū nn̄g thia̍p tsng-á.,那裡有兩堆磚頭堆。,13214-3-1
13215,17939,1,白癬,pe̍h-sián,白癬,13215-1-1
13215,17939,2,蠻皮癬,bân-phuê-sián,頑癬,13215-1-2
13216,17940,1,癮薰,giàn hun,吸菸吸上癮,13216-1-1
13216,17940,2,癮酒,giàn tsiú,酒上癮、犯酒癮了,13216-1-2
13216,17941,1,彼箍足癮的。,Hit khoo tsiok giàn--ê.,那傢伙很笨。,13216-2-1
13216,17942,1,伊叫我錢借伊，我袂癮。,"I kiò guá tsînn tsioh--i, guá bē giàn.",他要我借錢給他，我不願意。,13216-3-1
13218,17944,1,雞籠,ke-lam,雞籠,13218-1-1
13218,17944,2,鳥仔籠,tsiáu-á-lam,鳥籠,13218-1-2
13218,17945,1,籠雞,lam ke,用籠子把雞關住,13218-2-1
13218,17946,1,天氣冷矣，你著愛加籠一領衫。,"Thinn-khì líng--ah, lí tio̍h-ài ke lam tsi̍t niá sann.",天冷了，你要加件衣服。,13218-3-1
13219,17947,1,雞籠,ke-lang,雞籠,13219-1-1
13219,17947,2,鳥仔籠,tsiáu-á-lang,鳥籠,13219-1-2
13220,17948,1,戲籠,hì-láng,戲班所用的箱籠,13220-1-1
13220,17948,2,字紙籠,jī-tsuá-láng,字紙簍,13220-1-2
13221,17949,1,雞籠,ke-lâng,關雞的籠子,13221-1-1
13222,17950,1,箸籠,tī-lāng,裝筷子的竹籠,13222-1-1
13222,17950,2,蝦籠,hê-lāng,抓蝦的小竹籠，內裝誘餌。,13222-1-2
13223,17951,1,牛籠,gû lông,牛絡頭,13223-1-1
13224,17952,1,糴米,tia̍h-bí,買米,13224-1-1
13225,17953,1,這條歌有聽過無？,Tsit tiâu kua ū thiann--kuè--bô?,這首歌有聽過嗎？,13225-1-1
13225,17954,1,伊真聽𪜶爸母的話。,I tsin thiann in pē-bú ê uē.,他很聽他父母的話。,13225-2-1
13226,17955,1,聽候,thìng-hāu,聽候,13226-1-1
13227,17956,1,讀冊,tha̍k-tsheh,讀書,13227-1-1
13227,17956,2,讀書,tha̍k-tsu,讀書,13227-1-2
13227,17957,1,你讀一遍予我聽。,Lí tha̍k tsi̍t piàn hōo guá thiann.,你唸一遍給我聽。,13227-2-1
13227,17958,1,伊是讀佗一間學校？,I sī tha̍k tó tsi̍t king ha̍k-hāu?,他是讀哪一間學校？,13227-3-1
13228,17959,1,耕者自耕，讀者自讀。,"King--tsiá tsū king, tho̍k--tsiá tsū tho̍k.",耕田的人自己去耕田，讀書的人自己去讀書。比喻各盡其職，各守本分。,13228-1-1
13228,17960,1,朗讀,lóng-tho̍k,朗讀,13228-2-1
13228,17961,1,文讀,bûn-tho̍k,文讀,13228-3-1
13231,17964,1,咱讀冊就毋通讀對尻脊骿去。,Lán tha̍k-tsheh tō m̄-thang tha̍k tuì kha-tsiah-phiann--khì.,我們唸書不要唸到背後去。比喻讀了書要懂道理，不要白讀了。,13231-1-1
13231,17965,1,你今仔日按怎無去讀冊？,Lí kin-á-ji̍t án-tsuánn bô khì tha̍k-tsheh?,你今天怎麼沒去上學？,13231-2-1
13233,17967,1,伊閣咧癮仙哥矣。,I koh teh giàn-sian-ko--ah.,他的癮頭又發作了。,13233-1-1
13234,17968,1,你愛知影變竅，毋通讀死冊。,"Lí ài tsai-iánn piàn-khiàu, m̄-thang tha̍k-sí-tsheh.",你要知道變通，不要讀死書。,13234-1-1
13235,17969,1,你有欲去糴米無？,Lí ū beh khì tia̍h-bí--bô?,你要去買米嗎？,13235-1-1
13239,17973,1,趁俗先去買裘仔，聽候較寒的時陣才提出來穿。,"Thàn sio̍k sing khì bé hiû-á, thìng-hāu khah kuânn ê sî-tsūn tsiah the̍h tshut-lâi tshīng.",趁著便宜先去買棉襖，等到比較冷的時候再拿出來穿。,13239-1-1
13240,17974,1,囡仔人就愛聽喙，序大人才袂操心。,"Gín-á-lâng tō ài thiann-tshuì, sī-tuā-lâng tsiah bē tshau-sim.",小孩子就要聽話，父母親才不會操心。,13240-1-1
13241,17975,1,你講的話我有聽著矣。,Lí kóng ê uē guá ū thiann--tio̍h--ah.,你說的話我聽到了。,13241-1-1
13241,17975,2,我無聽著你咧講啥。,Guá bô thiann-tio̍h lí teh kóng siannh.,我沒聽到你說什麼。,13241-1-2
13242,17976,1,我頭拄仔去剃頭，這馬看著癮頭癮頭。,"Guá thâu-tú-á khì thì-thâu, tsit-má khuànn tio̍h giàn-thâu-giàn-thâu.",我剛才去理髮，現在看起來很傻氣。,13242-1-1
13242,17977,1,伊真正是一个大癮頭，我暗示伊遐久猶閣無感覺！,"I tsin-tsiànn sī tsi̍t ê tuā giàn-thâu, guá àm-sī i hiah kú iáu-koh bô kám-kak!",他真的是一個大傻瓜，我暗示他那麼久還沒有感覺！,13242-2-1
13243,17978,1,我聽講恁查某囝欲予人送定矣，敢有影？,"Guá thiann-kóng lín tsa-bóo-kiánn beh hōo lâng sàng-tiānn--ah, kám ū-iánn?",我聽說你女兒要訂婚了，是真的嗎？,13243-1-1
13244,17979,1,贖身,sio̍k-sin,贖身,13244-1-1
13244,17980,1,贖罪,sio̍k-tsuē,贖罪,13244-2-1
13245,17981,1,鑄造,tsù-tsō,鑄造,13245-1-1
13245,17981,2,鑄錢,tsù tsînn,鑄錢,13245-1-2
13246,17982,1,顫跤,tsùn kha,抖腳,13246-1-1
13246,17982,2,寒甲直直顫,kuânn kah ti̍t-ti̍t tsùn,冷到直發抖,13246-1-2
13247,17983,1,鬍鬚,hôo-tshiu,大鬍子,13247-1-1
13247,17983,2,喙鬚,tshuì-tshiu,鬍鬚,13247-1-2
13247,17984,1,鰇魚鬚,jiû-hî-tshiu,魷魚絲,13247-2-1
13247,17984,2,日鬚,ji̍t-tshiu,太陽的光芒,13247-2-2
13247,17985,1,瀾鬚,nuā-tshiu,口水飛沫,13247-3-1
13247,17985,2,雨鬚,hōo-tshiu,細雨,13247-3-2
13247,17986,1,旗仔鬚落欲了矣。,Kî-á-tshiu lak beh liáu--ah.,旗子的鬚要掉光了。,13247-4-1
13249,17988,1,伊欲共這幅圖提去予人鑑定。,I beh kā tsit pak tôo the̍h-khì hōo lâng kàm-tīng.,他要將這幅圖拿去讓人鑑定。,13249-1-1
13250,17989,1,伊做人真驕傲。,I tsò-lâng tsin kiau-ngōo.,他做人很驕傲。,13250-1-1
13250,17990,1,囡仔的成就是爸母的驕傲。,Gín-á ê sîng-tsiū sī pē-bú ê kiau-ngōo.,孩子的成就是父母的驕傲。,13250-2-1
13255,17995,1,心肝真齪,sim-kuann tsin tsak,心情很煩悶,13255-1-1
13255,17996,1,這間厝真齪。,Tsit king tshù tsin tsak.,這間房子很狹小。,13255-2-1
13255,17997,1,你莫來齪我。,Lí mài lâi tsak--guá.,你別來煩我。,13255-3-1
13258,18000,1,阮規家伙仔不時都來共你齪嘈，實在真歹勢。,"Guán kui-ke-hué-á put-sî to lâi kā lí tsak-tsō, si̍t-tsāi tsin pháinn-sè.",我們全家經常都來打擾你，實在真不好意思。,13258-1-1
13260,18002,1,攪豆油,kiáu tāu-iû,摻醬油,13260-1-1
13260,18002,2,攪紅毛塗沙。,Kiáu âng-mn̂g-thôo-sua.,混和水泥。,13260-1-2
13260,18003,1,攪吵,kiáu-tshá,吵鬧,13260-2-1
13260,18003,2,攪擾,kiáu-jiáu,打擾,13260-2-2
13262,18005,1,抽籤,thiu-tshiam,抽籤,13262-1-1
13264,18007,1,伊當咧無閒，你莫去共伊攪吵。,"I tng-teh bô-îng, lí mài khì kā i kiáu-tshá.",他正在忙，你不要去打擾他。,13264-1-1
