義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
13751,解決,處理問題並有結果。,10856,處理,安排、辦理。
13754,衙門,古時官員辦公的機關。,19687,官廳,衙門、政府機關。舊時常指政府官吏辦公及處理訴訟事項之處，也借指官方或主事的官吏。
13756,試看,試一試、試試看。,13757,試看覓,試試看。
13757,試看覓,試試看。,13756,試看,試一試、試試看。
13759,詭計,狡詐的計謀。,4526,把戲,詭計、花招。
13763,解酒,醒酒。消解酒醉的狀態。,9376,退酒,解酒。消解酒醉的狀態。
13766,補添,添補、補充。,10437,添,加、增、補。
13767,補紩,縫補。縫紉修補。,16719,縫紩,製作或縫補衣服。
13773,解悶,消解愁悶。,13743,解心悶,解悶。
13774,解散,叫集合的人分散開。,2146,四散,向四周分散。
13784,補運,求神拜佛，將不好的運氣補強去衰。,4518,改運,民間信仰上改變原來的命運或運氣的儀式。多藉助算命先生或江湖術士的操作。
13787,詩歌,詩與歌曲的通稱。,18679,歌詩,詩歌、歌謠。臺灣民間歌詩常以一組或多組「四句聯」(sì-kù-liân)的韻文形式來唱唸。
13788,蜂蜜,蜜蜂採花液所釀成的黃白色黏稠蜜汁，可供食用和藥用。,14791,蜜,蜂蜜、花蜜、糖膏或是像蜂蜜一樣甜的東西。
13791,解說,解釋、說明。分析闡明、說明某件事的原因。,12623,開拆,說明。詳細解釋、解說。
13791,解說,解釋、說明。分析闡明、說明某件事的原因。,13794,解釋,分析闡明、說明某件事的原因。
13791,解說,解釋、說明。分析闡明、說明某件事的原因。,14837,說明,用以解釋的語言或文字。
13792,裝潢,室內的設計或擺設。,18943,成格,室內隔間裝潢。
13794,解釋,分析闡明、說明某件事的原因。,13791,解說,解釋、說明。分析闡明、說明某件事的原因。
13794,解釋,分析闡明、說明某件事的原因。,14837,說明,用以解釋的語言或文字。
13802,誠,很、非常。,104,十二分,非常、很。用來形容程度極深。
13802,誠,很、非常。,3508,有夠,很、非常。
13802,誠,很、非常。,8894,真,很、非常。
13803,賊,小偷、竊盜財物的人。,9704,剪綹仔,扒手、三隻手。專門在公共場所偷取人家財物的小偷。
13803,賊,小偷、竊盜財物的人。,13826,賊仔,小偷、竊賊。
13809,跡,指特定的地方。,13045,搭,場所、地方。
13815,跩,扭傷。,9541,閃著,筋骨扭傷。語氣完結時唸作siám--tio̍h。
13818,誇口,說大話。,9198,臭彈,吹牛、胡扯。
13818,誇口,說大話。,13849,畫虎𡳞,說話喜歡吹牛，誇大不實。
13818,誇口,說大話。,16052,歕雞胿,吹牛、說大話。說話浮誇不實。
13818,誇口,說大話。,16184,膨風,吹牛。誇口說大話。
13820,跤手,下屬、部屬。,11131,部下,部屬、屬下。軍隊或團體裡被統率的人。
13821,跤手,人手。提供幫助的人力。,113,人工,人力、人手。人的勞動力或是指可以工作的人。
13821,跤手,人手。提供幫助的人力。,178,人員,人數。
13822,跤手,手段、伎倆。,1381,手段,做事情的技巧、方法。
13823,跤手,手腳、動作。,9773,動作,指運動中的行為、態勢。
13824,跤斗,洗腳用的木桶或木盆。,13866,跤桶,原指女人的洗腳桶，後泛指洗衣盆，也可用來替小孩洗澡。
13826,賊仔,小偷、竊賊。,8111,勍仔,小偷。
13826,賊仔,小偷、竊賊。,9704,剪綹仔,扒手、三隻手。專門在公共場所偷取人家財物的小偷。
13826,賊仔,小偷、竊賊。,13803,賊,小偷、竊盜財物的人。
13827,跤仔,嘍囉、部下。小角色、跑腿的。,5071,卒仔,指小人物、無足輕重的人。
13827,跤仔,嘍囉、部下。小角色、跑腿的。,21860,小使仔,小弟、跑腿的、供人差遣的僕役。
13833,跤尖手幼,細皮嫩肉、玉手纖纖。,3315,尖跤幼手,指人手腳細嫩，不適合粗活。
13835,跤曲,膝關節。膝蓋後方的凹陷處。,18659,跤後曲,腳後彎。膝蓋後方的凹陷處。
13839,跤尾飯,倒頭飯。人往生的時候，供祭在往生者腳尾的飯。,2721,白飯,白米飯。
13843,跤肚,小腿肚。小腿後面由腓腸肌形成的隆起部位。,13852,跤後肚,小腿肚。小腿後面由腓腸肌等所形成的隆起部位。
13848,話蝨,語病、話柄。,13861,話骨,語病、話柄。
13848,話蝨,語病、話柄。,13909,話縫,話中的漏洞、缺點。
13849,畫虎𡳞,說話喜歡吹牛，誇大不實。,5685,放屁,比喻吹牛，說一些荒謬無理的話。
13849,畫虎𡳞,說話喜歡吹牛，誇大不實。,9198,臭彈,吹牛、胡扯。
13849,畫虎𡳞,說話喜歡吹牛，誇大不實。,13818,誇口,說大話。
13849,畫虎𡳞,說話喜歡吹牛，誇大不實。,15442,練痟話,瞎扯。
13849,畫虎𡳞,說話喜歡吹牛，誇大不實。,16052,歕雞胿,吹牛、說大話。說話浮誇不實。
13849,畫虎𡳞,說話喜歡吹牛，誇大不實。,23086,敲虎𡳞,胡扯、胡說。「虎𡳞」是老虎的陽具，鮮少人看過，更別提有機會敲打。指某人在閒扯一些無稽之談，想愚弄別人。
13849,畫虎𡳞,說話喜歡吹牛，誇大不實。,23099,畫山畫水,本指描繪山水風景，後用來比喻說話說得天花亂墜、不切實際。
13852,跤後肚,小腿肚。小腿後面由腓腸肌等所形成的隆起部位。,13843,跤肚,小腿肚。小腿後面由腓腸肌形成的隆起部位。
13852,跤後肚,小腿肚。小腿後面由腓腸肌等所形成的隆起部位。,22719,跤肚仁,指小腿肚的肌肉。
13854,跤指頭仔,腳指頭。,7091,指頭仔,手或腳的指頭。正常情況下手腳左、右各五根指頭。
13861,話骨,語病、話柄。,13848,話蝨,語病、話柄。
13861,話骨,語病、話柄。,13909,話縫,話中的漏洞、缺點。
13866,跤桶,原指女人的洗腳桶，後泛指洗衣盆，也可用來替小孩洗澡。,13824,跤斗,洗腳用的木桶或木盆。
13872,跤梢間仔,妓院。供妓女賣淫的場所。,12472,趁食間,妓女戶。
13872,跤梢間仔,妓院。供妓女賣淫的場所。,13209,暗間仔,妓院。
13880,該然,該當、應該的。理所當然。,22701,合該然,理當如此。同意且支持對方提出的處理方式。
13882,誠意,真心、誠心。,8914,真心,誠心。真實的心意。
13882,誠意,真心、誠心。,13908,誠懇,老實、忠厚。形容對人真誠而懇切的樣子。
13886,誠實,真實的、真的。,3549,有影,真實不虛的。
13886,誠實,真實的、真的。,8917,真正,真實、確實。
13886,誠實,真實的、真的。,14356,實在,真實的、實際的。
13888,跟綴,跟隨。,13902,跟隨,跟從在後。
13888,跟綴,跟隨。,14728,綴,跟、隨。
13889,跟綴,跟班、隨從人員。,13903,跟隨,跟班、隨從。
13890,跤腿,小腿和大腿的總稱。,14736,腿,動物的下肢。
13891,跤鼻臁,腳的脛骨。,19475,跤胴,膝蓋以下、腳踝以上的小腿前側。
13898,跤踏車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。,1344,孔明車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。
13898,跤踏車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。,3872,自轉車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。源自日語「自転車（じてんしゃ）」。
13902,跟隨,跟從在後。,13888,跟綴,跟隨。
13902,跟隨,跟從在後。,14728,綴,跟、隨。
13903,跟隨,跟班、隨從。,13889,跟綴,跟班、隨從人員。
13908,誠懇,老實、忠厚。形容對人真誠而懇切的樣子。,13882,誠意,真心、誠心。
13909,話縫,話中的漏洞、缺點。,13848,話蝨,語病、話柄。
13909,話縫,話中的漏洞、缺點。,13861,話骨,語病、話柄。
13912,路,路程、距離。,10956,途,道路、路程。
13931,遇,逢、不期而會。,5544,拄,相遇、遇見。
13931,遇,逢、不期而會。,13037,搪,剛好遇見、碰巧遇到。
13935,遍,次、回。,4457,改,計算次數的單位。
13935,遍,次、回。,16999,擺,計算次數的單位。
13939,過,傳染。,7107,染,傳染。指疾病由一個體侵入另一個體。
13939,過,傳染。,12815,傳染,疾病由某一個體侵入另外一個個體。可分為直接接觸的直接傳染，以及需靠媒介傳播病菌的間接傳染。
13939,過,傳染。,17053,穢人,傳染給人。
13950,遐,那、那裡。,5483,彼搭,彼處、那裡。離說話者比較遠的地方。
13956,道士,民間一般分烏頭道士及紅頭道士。烏頭道士頭包烏網巾，戴道冠，穿道袍，腳穿普通鞋及朝鞋；而紅頭道士則頭包紅巾戴額帽，身穿普通衣，腰圍白裙，腳則赤足。一般紅頭道士是度生的，即為活人驅邪押煞、禳星補運；而烏頭道士除了度生外，也兼度死，為死人做功德超度亡魂。,2005,司公,道士。民間一般分烏頭道士及紅頭道士。烏頭道士頭包烏網巾，戴道冠，穿道袍，腳穿普通鞋及朝鞋；而紅頭道士則頭包紅巾戴額帽，身穿普通衣，腰圍白裙，腳則赤足。一般紅頭道士是度生的，即為活人驅邪押煞、禳星補運；而烏頭道士除了度生外，也兼度死，為死人做功德超度亡魂。
13956,道士,民間一般分烏頭道士及紅頭道士。烏頭道士頭包烏網巾，戴道冠，穿道袍，腳穿普通鞋及朝鞋；而紅頭道士則頭包紅巾戴額帽，身穿普通衣，腰圍白裙，腳則赤足。一般紅頭道士是度生的，即為活人驅邪押煞、禳星補運；而烏頭道士除了度生外，也兼度死，為死人做功德超度亡魂。,2849,先生,對知識份子、有德行或專門技能者、道士的尊稱。
13959,跳水,跳水。今多指自殺。,14043,跳港,投水。跳入水中自殺。
13961,過心,過意。,14048,過意,安心。
13965,過手,過關、完成目標。,14015,過面,過關、脫離險境、平安通過難關。
13971,違反,違背。,14014,違背,違反。
13971,違反,違背。,23215,觸,違逆、辜負。違逆別人的想法或辜負他人。
13977,過去,已往、從前。,3069,向時,從前、昔日。
13977,過去,已往、從前。,5448,往日,過去、以往。過去的日子。
13977,過去,已往、從前。,5458,往年,過去、從前。過去的年歲。
13980,農民,農夫、農人。,3987,作田人,農人、農夫。
13980,農民,農夫、農人。,4047,作穡人,農人、農夫。
13982,農民曆,民間常用的一種曆書，記載陰陽兩種曆法，以及節氣、忌宜、命理等各種生活所需的資訊。,11032,通書,民間常用的一種曆書，記載陰陽兩種曆法，以及節氣、忌宜、命理等各種生活所需的資訊。
13983,路用,用處、用途。,22511,路長,能力、才能、出息。
13988,跳年,跳房子、跳格子。一種小孩子的遊戲。在地上畫上幾個方格子，排列成十字形或方形，遊戲者用單腳沿著地面邊跳邊踢瓦片或小石子，依次序經過各方格，跳完畢就可以占一個格子當作房子，不讓人經過。當全部的格子占滿之後，以占得多的為勝。,16883,蹌跤雞,跳房子、跳格子。一種小孩子的遊戲。在地上畫上幾個方格子，排列成十字形或方形，遊戲者用單腳沿著地面邊跳邊踢瓦片或小石子，依次序經過各方格，跳完畢就可以占一個格子當作房子，不讓人經過。當全部的格子占滿之後，以占得多的為勝。
13991,較早,早一點、提早。,3438,早日,提早。比預定的時程早。
13992,較早,以往、以前。,3437,早日,從前。
13992,較早,以往、以前。,12530,進前,以前、從前。
13992,較早,以往、以前。,19676,以早,以前、從前。
13997,農村,農民聚居的村落。,3314,庄跤,鄉下。
13997,農村,農民聚居的村落。,12525,鄉村,農村、鄉下。鄉下的村落。
14000,過身,過世、逝世、死亡。,3434,死亡,喪失生命。
14000,過身,過世、逝世、死亡。,3676,老去,逝世、去世。是對「死」(sí)字的諱稱，用在年長者逝世時的一種說辭。
14000,過身,過世、逝世、死亡。,10389,棄世,去世、逝世。
14000,過身,過世、逝世、死亡。,14003,過往,死亡、過世。
14000,過身,過世、逝世、死亡。,22960,顧山,指人去世死亡。
14002,運命,命運。,5219,命運,人天生注定的貧富禍福。
14003,過往,死亡、過世。,3434,死亡,喪失生命。
14003,過往,死亡、過世。,5456,往生,去世、死亡。佛教指死後投生叫做「往生」。
14003,過往,死亡、過世。,10389,棄世,去世、逝世。
14003,過往,死亡、過世。,14000,過身,過世、逝世、死亡。
14003,過往,死亡、過世。,22960,顧山,指人去世死亡。
14007,遏泔,以湯瓢壓住米粒或湯料，倒出湯汁。,3475,收泔,利用開大火或靜置的方式，將稀飯中的水分減少。
14012,過度,過分地。,12493,超過,過分。超越適當的分量。
14012,過度,過分地。,14059,過磅,指超過了基本的數量或規定。
14012,過度,過分地。,14067,過頭,過度、過分。超越適當的限度。
14014,違背,違反。,1388,反背,違背、反叛、辜負、背叛。
14014,違背,違反。,13971,違反,違背。
14015,過面,過關、脫離險境、平安通過難關。,13965,過手,過關、完成目標。
14016,過時,退流行，不合時宜。,13607,落伍,原意是指行動緩慢，跟不上隊伍。後來常用來比喻事物、行為、思想等跟不上時代潮流。
14016,過時,退流行，不合時宜。,19266,退時,過氣、不再流行、不再受歡迎。
14017,路旁屍,以棄置在路邊的死屍來咒罵人的用語。,3542,死路旁,死在路邊，是詛咒別人慘遭橫死的一種說法。
14018,運氣,時運。命中註定，非人力所能左右的遭遇。,10990,造化,運氣。
14020,過氣,斷氣。死亡。,12210,絕氣,氣息斷絕、斷氣。
14020,過氣,斷氣。死亡。,17016,斷氣,氣絕。呼吸停止、死亡。
14022,運送,輸送、運輸。,14063,運輸,輸送、運送。用交通工具把物資從一個地方運送另一個地方。
14024,較停仔,等一下。稍候片刻。,622,小等,等一下、稍等。
14024,較停仔,等一下。稍候片刻。,12176,等一下,稍待片刻。
14024,較停仔,等一下。稍候片刻。,12201,等咧,等一下、稍待片刻。
14025,運動,舒活筋骨的動作，使血脈暢通，以增進身體健康。,7282,活動,運動、活動筋骨。
14031,道理,事情的真理。,22836,理氣,合乎常理常規的行事作為。
14039,過喙,傳話、轉述。,9941,寄話,轉告、傳話。把一方說的話轉述給另外一方聽。
14043,跳港,投水。跳入水中自殺。,13959,跳水,跳水。今多指自殺。
